Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3BCSIFo2mLFFhSsg0QwpPw,"A Horse With No Name","Hits","America",2011-03-15,227453,45,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"album rock,classic rock,folk rock,mellow gold,soft rock","America Records",0.673,0.64,11,-9.252,0,0.0338,0.781,0.0000167,0.168,0.89,122.883,4
22mek4IiqubGD9ctzxc69s,"How Deep Is Your Love","How Deep Is Your Love","Calvin Harris,Disciples",2015-07-17,212640,74,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance,pop dance","Columbia",0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4
0HNXnhNZZtRZFLhP4hfyCP,"Hey Baby (Radio Mix)","Hey Baby (Uh Ah)","DJ Ötzi",2010-04-25,219240,54,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"classic schlager,oktoberfest,schlager","HIT GALAXY musicentertainment GmbH",0.666,0.968,10,-3.196,1,0.046,0.123,0,0.347,0.834,135.099,4
0PSZ9G584Ve27GK6ThlY6P,"Lady Marmalade - Single Edit","Lady Marmalade","Christina Aguilera,Lil' Kim,Mýa,P!nk",2001-06-26,267960,67,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"dance pop,pop,east coast hip hop,hip hop,hip pop,pop rap,r&b,rap,southern hip hop,trap queen,urban contemporary,contemporary r&b","Interscope",0.754,0.811,5,-3.679,1,0.0561,0.0185,0.00000518,0.654,0.639,109.902,4
6osaMSJh9NguagEDQcZaKx,"Loco Contigo (feat. J. Balvin & Tyga)","Carte Blanche","DJ Snake,J Balvin,Tyga",2019-07-25,185194,71,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"dance pop,edm,electronic trap,pop,pop dance,reggaeton,reggaeton colombiano,trap latino,urbano latino,hip hop,pop rap,rap,southern hip hop,trap","DJ Snake Music Productions Limited",0.827,0.757,6,-2.985,0,0.0564,0.283,0.00000156,0.102,0.374,95.983,4
0C7dYeCLF6ukChtW64UNge,"Girl You Know It's True","Girl You Know It's True - The Best Of Milli Vanilli","Milli Vanilli",2013-07-26,198573,62,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"freestyle,new jack swing,new wave pop","MCI",0.772,0.822,10,-5.649,0,0.123,0.00797,0.00148,0.457,0.526,97.718,4
5hqxBvQJ3XJDSbxT9vyyqA,"Alles neu","Stadtaffe","Peter Fox",2008-09-26,260093,64,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"german pop,german rock","WM Germany",0.811,0.816,8,-4.887,1,0.129,0.186,0,0.629,0.313,133.876,4
1OE5bn5HUmCqTLNpo13ya3,"Reggae Night","We All Are One: The Best Of Jimmy Cliff","Jimmy Cliff",2002-06-11,321600,49,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"reggae,roots reggae","Columbia/Legacy",0.853,0.697,0,-7.41,1,0.0373,0.282,0.0000442,0.121,0.96,109.419,4
79xJXZeudmfMq4ay9yCFGd,"World In Our Hands","TY.O (International Version)","Taio Cruz",2011-01-01,199986,40,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"dance pop,pop,pop rap","Universal-Island Records Ltd.",0.726,0.797,9,-4.097,1,0.0272,0.128,0,0.154,0.624,117.969,4
3Y37ytfQDMp2KTA1SG9bpl,"Mama Loo","PORTRAIT - THE LES HUMPHRIES SINGERS","Les Humphries Singers",1982,249413,30,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"classic schlager,classic uk pop,nederpop","EastWest Germany",0.525,0.83,3,-5.577,1,0.036,0.47,0.000118,0.385,0.855,85.382,4
68h3Um0UOY8FkMfcelv4Vb,"New York-Rio-Tokyo","Trio Rio","Trio Rio",1986-05-05,281933,35,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"","EarVision Music",0.713,0.651,7,-13.895,1,0.0555,0.0784,0.0087,0.143,0.82,120.397,4
0z0JSkE5Nw3i3nin3BBSuG,"Sunshine Reggae","Good Vibes - The Very Best of Laid Back","Laid Back",2008-10-06,257666,63,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"classic danish pop","Parlophone Denmark",0.704,0.79,8,-5.756,1,0.0432,0.101,0.00657,0.0769,0.933,167.816,4
5apwlmvQphkCJbHnMGUP2t,"Sun of Jamaica","Sun of Jamaica","Goombay Dance Band",1980-01-01,264000,51,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"europop","Aviator-Entertainment",0.627,0.816,11,-10.361,0,0.0324,0.0984,0.000252,0.745,0.862,129.241,4
3kyW3qviTr2dIyvqa1lEWC,"Sweet Sixteen - Remastered 2001","Greatest Hits","Billy Idol",2001-01-01,254733,52,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"album rock,classic rock,dance rock,hard rock,new romantic,new wave,new wave pop,rock,soft rock","Chrysalis\EMI Records (USA)",0.585,0.666,9,-11.45,0,0.0351,0.442,0.0511,0.162,0.673,156.367,4
3ZpQiJ78LKINrW9SQTgbXd,"All I Wanna Do","Tuesday Night Music Club","Sheryl Crow",1993-08-03,272106,68,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"lilith,new wave pop,permanent wave,pop rock,singer-songwriter","A&M",0.82,0.528,9,-11.18,1,0.032,0.107,0.0188,0.257,0.926,120.089,4
6fyyO9wAmiW9oEAXrOR8jQ,"Ella, elle l'a","Evidemment (Version Deluxe)","France Gall",2005-02-01,291400,47,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"chanson,ye ye","Warner (France)",0.697,0.762,4,-5.895,0,0.038,0.0471,0.000829,0.267,0.44,99.999,4
1SssFw74DdHVjRa6ADggdD,"Sweat (A La La La La Long)","Blazzin' Fire","Inner Circle",2010-12-14,227067,6,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"reggae,reggae fusion","DubShot Records/Sound Bwoy Entertainment",0.787,0.728,0,-7.705,1,0.218,0.0124,0,0.157,0.94,173.026,4
5nD2zmNcN7jZ1lrdj4ZVxX,"River","River","Tom Gregory",2021-03-19,189995,46,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"uk pop","Kontor Records",0.701,0.621,10,-4.972,1,0.0556,0.0237,0,0.232,0.494,110.03,4
5N6M8yDiMV32T6Rkzh8EbW,"Boom, Boom, Boom, Boom!!","The Party Album!","Vengaboys",1999-06-04,202583,73,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"eurodance,europop","Universal Music, a division of Universal International Music BV",0.801,0.948,11,-4.623,0,0.0386,0.0117,0.457,0.025,0.968,138.489,4
0ftIaUx27vc9K0ztdiZgHf,"So schmeckt der Sommer","So klingt der Sommer","Edward Reekers",2019-06-14,217760,30,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"","Electrola",0.61,0.567,9,-5.942,1,0.0244,0.14,0,0.318,0.523,104.062,4
1uI848raFaNWwe9HjHpjQ5,"Boys - Summertime Love","Sabrina","Sabrina",1988,234812,62,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"italo disco","Music Manager",0.835,0.679,5,-10.539,0,0.0322,0.137,0.476,0.0611,0.936,119.862,4
78Mqt7lWuaxVhN0ZptsuCY,"Summer Jam 2003 - DJ F.R.A.N.K.'s Summermix Short","Summer Jam 2003","The Underdog Project",2000-09-22,231680,47,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"slap house","Kontor Records",0.792,0.679,9,-11.243,0,0.108,0.384,0.0252,0.135,0.8,130.009,4
1PEZiGU255hLkwyn5CwHqj,"Flying Through the Air","Bud Spencer / Terence Hill Greatest Hits","Oliver Onions",1994-10-17,172360,42,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"cartoni animati","earMUSIC",0.835,0.301,10,-11.989,1,0.0526,0.113,0.00000135,0.0963,0.951,145.229,4
20Vs0dtWsL7eZ87YAvubJj,"Wavin' Flag","Troubadour (Champion Edition - Asian Version)","K'NAAN",2009,220520,41,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"reggae fusion","Interscope Records*",0.618,0.71,0,-6.401,1,0.121,0.129,0,0.248,0.64,151.992,4
5O4erNlJ74PIF6kGol1ZrC,"Could You Be Loved","Uprising","Bob Marley & The Wailers",1980-06-10,237000,79,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"reggae,roots reggae","Island Records",0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.761,103.314,4
2lWLGJ0C4vCi8EmNAvzzzm,"Take Me Tonight - Radio Edit","Take Your Chance","Alexander Klaws",2003-04-28,242400,29,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"german show tunes,schlager","Hansa Local",0.555,0.601,8,-4.569,1,0.0296,0.508,0,0.142,0.379,143.981,4
0f3cKxB4avKAHNgucJ6S9O,"United (feat. Marky Mark) - Radio Edit","Life In The Streets","Prince Ital Joe,Marky Mark",1994-04-29,240893,46,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"","EastWest Germany",0.671,0.807,0,-7.603,1,0.0278,0.0714,0,0.141,0.82,131.995,4
2GYHyAoLWpkxLVa4oYTVko,"Alors on danse - Radio Edit","Cheese","Stromae",2010-01-01,206066,76,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"belgian pop,g-house","Universal Music Distributed Labels",0.79,0.593,1,-9.204,0,0.0776,0.0983,0.00202,0.065,0.72,119.958,4
71hIekopkrYCGgggsBOpVG,"Volare","Volare","Domenico Modugno",2020-07-18,214853,46,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"classic italian pop,italian adult pop","TF Sound",0.542,0.108,10,-12.87,1,0.0423,0.97,0.0000399,0.255,0.494,129.172,4
0HzHUF33G1dPmd2eNULyfa,"Faded Love","Faded Love","Leony",2021-01-15,148345,49,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"german pop","Kontor Records",0.748,0.748,11,-3.852,1,0.0465,0.374,0,0.261,0.393,132.101,4
3wPPWcVuinAU7dXcJXtCID,"La La La","Hotel Cabana (Deluxe Version)","Naughty Boy,Sam Smith",2013-01-01,222200,72,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"uk contemporary r&b,pop,uk pop","Virgin Records Ltd",0.772,0.65,6,-5.202,0,0.0306,0.107,0.00000113,0.0905,0.262,125.083,4
1mMYaXpT65iZDtvfRA9EkE,"Fresh","Emergency (Reissue)","Kool & The Gang",1984-11-15,266560,62,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"disco,funk,motown,soft rock,soul","Mercury Records",0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,4
1JViGsU8CVY7j0o4coomDA,"Wann wird's mal wieder richtig Sommer","Das Beste von Rudi Carrell","Rudi Carrell",2007,263000,0,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"classic schlager","Montana/BMG Rights Management GmbH",0.623,0.564,2,-5.171,1,0.0538,0.22,0,0.211,0.594,81.056,4
4iyshfXSQnB0yhQr4Uoyqp,"Helden 2008","Helden 2008","Revolverheld",2008-05-23,181933,24,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"german pop,german pop rock","Columbia",0.575,0.798,10,-4.454,1,0.0328,0.0366,0,0.391,0.618,138.012,4
6G2lRHL7CJjHEaf6AGK9Q5,"Ratzfatz nach Mallorca","Lieblingsschlager","Ibo",2017-01-27,196000,21,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"schlager","DA Records",0.735,0.961,9,-5.169,0,0.114,0.207,0.00000242,0.106,0.838,127.992,4
5vj59ONIVbyhcrI8ZSwoRo,"Sofia","Eterno Agosto","Alvaro Soler",2016-07-15,210466,67,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"latin pop","Airforce1",0.688,0.729,2,-5.939,1,0.0315,0.109,0,0.225,0.909,127.998,4
6e5kuZssmkwWL3Yt4jwTRy,"Cruisen","MT3","Massive Töne",2002,235266,49,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"hamburg hip hop,oldschool deutschrap","Rhino",0.732,0.778,2,-5.979,1,0.182,0.0156,0,0.0851,0.623,95.013,4
1A8j067qyiNwQnZT0bzUpZ,"This Girl (Kungs Vs. Cookin' On 3 Burners)","Layers","Kungs,Cookin' On 3 Burners",2016-11-04,195546,77,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"edm,pop dance,uk dance,bboy,instrumental funk","Universal Music Division Island Def Jam",0.793,0.717,0,-4.759,0,0.0393,0.0927,0.000036,0.226,0.466,121.985,4
5gOd6zDC8vhlYjqbQdJVWP,"Baker Street","City to City","Gerry Rafferty",1978,365626,67,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"art rock,classic rock,folk rock,mellow gold,soft rock","Parlophone UK",0.497,0.349,7,-14,1,0.0297,0.0929,0.028,0.259,0.421,113.762,4
06yREZ9X92R2e9RJpdzZ2O,"Nutbush City Limits","Tina!","Ike & Tina Turner",2008-09-30,181533,50,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"classic soul,disco,rock-and-roll,soul,southern soul","Parlophone UK",0.622,0.886,2,-5.846,1,0.0322,0.089,0.153,0.0292,0.921,153.078,4
7iAqvWLgZzXvH38lA06QZg,"I Want To Break Free","Bohemian Rhapsody (The Original Soundtrack)","Queen",2018-10-19,223080,69,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"classic rock,glam rock,rock","EMI",0.807,0.414,4,-8.903,1,0.0352,0.105,0.0000278,0.0813,0.502,108.944,4
6W2VbtvMrDXm5vYeB7amkO,"Footloose","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Kenny Loggins",1997-03-25,220706,70,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"album rock,classic rock,mellow gold,new wave pop,singer-songwriter,soft rock,yacht rock","Columbia",0.546,0.895,9,-7.189,1,0.0579,0.0819,0.0000142,0.0768,0.494,174.089,4
0x93VOS1AOKUgJkZjcG1sh,"CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS)","TROLLS (Original Motion Picture Soundtrack)","Justin Timberlake",2016-10-25,237546,27,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"dance pop,pop","Villa 40/RCA Records",0.676,0.831,0,-5.723,1,0.0645,0.0115,0,0.114,0.686,113.088,4
0nrRP2bk19rLc0orkWPQk2,"Wake Me Up","True","Avicii",2013-01-01,247426,83,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"dance pop,edm,pop,pop dance","Universal Music AB",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
0LzrhCZFXW94Y8nwtTuRlw,"Hollaback Girl","Love. Angel. Music. Baby. (Deluxe Version)","Gwen Stefani",2004-11-12,199853,69,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"dance pop,pop","Interscope",0.926,0.916,10,-2.221,0,0.0929,0.35,0.00000601,0.0234,0.904,110.009,4
37tzoWY1ubBQKGXiWdO5Qv,"Where Do You Go","My Promise","No Mercy",1996-10-05,272093,64,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"boy band,eurodance","MCI",0.734,0.828,10,-11.018,0,0.0318,0.0346,0.118,0.071,0.964,127.06,4
0tRdzXtsvcdVcUCvLYa6Ow,"Bella Isola - Radio","Bella Isola","Bata Illic",2003-04-30,239827,20,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"classic schlager,volksmusik","BROS Music",0.562,0.746,0,-5.989,1,0.0301,0.383,0,0.0807,0.772,84.049,4
3EGI5qmVmGlfgy9BmNb1R8,"Lessons In Love","Running In The Family","Level 42",1987,246013,65,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"brit funk,dance rock,new romantic,new wave pop,post-disco,sophisti-pop,synthpop","UMC (Universal Music Catalogue)",0.709,0.839,7,-8.403,1,0.0367,0.159,0.00209,0.301,0.864,113.186,4
2jEM4UBJxs98Uf4NEe48iD,"Whatever","Whatever (Maxi Edition)","CRO",2013-06-28,191486,42,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"german hip hop","BMG Rights Management",0.67,0.888,7,-4.622,1,0.0452,0.00199,0,0.232,0.544,95.002,4
2Foc5Q5nqNiosCNqttzHof,"Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk,Pharrell Williams,Nile Rodgers",2013-04-19,248413,77,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"electro,filter house,rock,dance pop,pop,disco","Columbia",0.794,0.811,6,-8.966,0,0.038,0.0426,0.00000107,0.101,0.862,116.047,4
4XX1pFUkQOZTYp6Hb6a6Ae,"Venus","True Confessions (Collector's Edition)","Bananarama",1986-01-01,229164,68,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"girl group,hi-nrg,new romantic,new wave,new wave pop,soft rock","London Records (Because Ltd)",0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.911,126.113,4
1JO1xLtVc8mWhIoE3YaCL0,"Happy Together","Happy Together","The Turtles",1967,176293,74,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"bubblegum pop,classic rock,folk rock,merseybeat,psychedelic rock,rock-and-roll,rockabilly","Flo & Eddie, Inc.",0.584,0.367,6,-9.638,0,0.0328,0.55,0.0000138,0.0818,0.588,120.175,4
21qnJAMtzC6S5SESuqQLEK,"Pump Up The Jam","Pump Up The Jam","Technotronic",1989-11-28,320306,69,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"eurodance,hip house,new beat,synthpop","Universal Music S.A.",0.885,0.844,10,-9.225,0,0.0733,0.0147,0.00000449,0.0494,0.715,124.602,4
2aEeghgUcnu75tzcolFMfs,"La Bamba - Single Version","Ritchie Valens","Ritchie Valens",1959,126960,64,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"rock-and-roll,rockabilly","Rhino/Del-Fi",0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,4
3USxtqRwSYz57Ewm6wWRMp,"Heat Waves","Dreamland","Glass Animals",2020-08-07,238805,84,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"gauze pop,indietronica,modern rock,pov: indie,shiver pop","Polydor Records",0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,4
2XAuKwZuf3EPDo9GLfBDsB,"Lonely - Original","Lonely","Nana Darkman,Alexandra Prince",1997-04-07,246897,0,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"vocal trance","NANA DARKMAN Entertainment",0.712,0.654,9,-6.106,0,0.0287,0.0321,0.0000313,0.139,0.458,95.996,4
3FdHgoJbH3DXNtGLh56pFu,"Conga!","Primitive Love","Miami Sound Machine",1985-08-13,254000,62,ta8hnikdhdctwuvkj2nl9itix,2024-02-29T16:16:33Z,"disco,new romantic,new wave pop,soft rock,synthpop","Epic",0.789,0.656,2,-14.825,1,0.0474,0.168,0.0409,0.0311,0.865,122.237,4
