Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2A6yzRGMgSQCUapR2ptm6A,"True Colors","True Colors","Cyndi Lauper",1986-10-14,227600,69,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"dance pop,new wave pop,permanent wave,soft rock","Epic",0.397,0.207,0,-13.155,1,0.0331,0.701,0.0000307,0.116,0.268,171.282,4
2PpruBYCo4H7WOBJ7Q2EwM,"Hey Ya!","Speakerboxxx/The Love Below","Outkast",2003,235213,81,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,rap,southern hip hop","Arista",0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4
0KMGf0ebdR8aazf1PoHEdb,"Guajira Guantanamera","Guajira Guantanamera","Joseito Fernández",2012-10-10,176800,39,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"musica tradicional cubana,son cubano clasico","Rise International Music Ltd",0.66,0.504,9,-10.792,1,0.0598,0.861,0.000225,0.092,0.748,129.494,4
6jS8cXW9QsiQKiQ3LFiM4n,"La Cintura","Mar de Colores (Versión Extendida)","Alvaro Soler",2019-05-10,204660,42,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"latin pop","Sony Music Entertainment",0.706,0.845,6,-4.102,0,0.0692,0.0201,0,0.358,0.742,100.015,4
6WMQVizkSPAufOGOk2x4dL,"Sick and Tired","Anastacia","Anastacia",2004,210133,53,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"pop soul","Epic",0.595,0.87,0,-4.495,1,0.0394,0.0107,0,0.288,0.494,99.741,4
0KMGxYKeUzK9wc5DZCt3HT,"If You Leave Me Now","Chicago X","Chicago",1976-06-14,235373,74,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock","Rhino",0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,4
6RTEzkbTQCivNPX5ShoJVv,"Siebzehn Jahr, blondes Haar","Meine Lieder","Udo Jürgens",1983-12-02,153493,44,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"austropop,classic schlager","Ariola",0.313,0.477,6,-13.043,1,0.0362,0.401,0,0.528,0.627,129.814,4
5rtpGGu3bPKsJEFjDGs63M,"Murder On The Dancefloor","Read My Lips","Sophie Ellis-Bextor",2001-01-01,229573,4,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"dance pop,europop,new wave pop","Polydor Records",0.734,0.844,1,-5.357,0,0.0343,0.00346,0.0000181,0.333,0.823,117.306,4
01kVVoJQuWVqaOvRgRztJD,"Sing Hallelujah!","One Love","Dr. Alban",1992-05-04,240933,3,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"eurodance,europop,hip house","BMG Rights Management GmbH",0.759,0.822,5,-7.268,0,0.0367,0.00136,0.0171,0.131,0.94,124.713,4
3di5hcvxxciiqwMH1jarhY,"Set Fire to the Rain","21","Adele",2011-01-24,242973,82,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"british soul,pop,pop soul,uk pop","XL Recordings",0.603,0.67,2,-3.882,0,0.0249,0.00408,0.00000168,0.112,0.446,107.993,4
1X7654uBsdVKnZAqyIJT7y,"Herz an Herz","Herzfrequenz","Blümchen",1996,227040,57,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"eurodance,german pop","PSP Music",0.51,0.962,5,-6.268,1,0.0537,0.0000804,0.203,0.339,0.38,180.375,4
2lYsCjTvXIHOqT8xSbK2jq,"Tage wie diese","Ballast der Republik plus Jubiläums-Album Die Geister, die wir riefen","Die Toten Hosen",2012-05-04,268426,60,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"german alternative rock,german pop,german punk,german rock","JKP/WM Germany",0.67,0.696,7,-4.935,1,0.0294,0.0857,0.0000809,0.0939,0.312,97.021,4
62AuGbAkt8Ox2IrFFb8GKV,"Sweet Caroline","Sweet Caroline","Neil Diamond",1969-06-06,203573,75,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"adult standards,brill building pop,folk rock,mellow gold,singer-songwriter,soft rock,yacht rock","Geffen",0.529,0.127,11,-16.066,1,0.0274,0.614,0.000133,0.237,0.579,63.05,4
7gEpTMp9MQc1uJwivtL37R,"Do Wah Diddy Diddy","Groovin' with Manfred Mann","Manfred Mann",1964,143400,0,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"british blues,british invasion,classic rock,singer-songwriter","East Central One",0.661,0.557,4,-8.244,1,0.049,0.262,0,0.0557,0.957,125.445,4
6lhzUwb3Ggfi1tPR3YoIh6,"Über sieben Brücken musst du gehn","Original Album Classics","Karat",1978,229213,44,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"classic schlager,german rock,neue deutsche welle,ostrock","Amiga",0.312,0.263,8,-9.326,1,0.0298,0.765,0.00000354,0.123,0.0661,135.305,4
51qi5dgc9CsotM87GmRkAX,"Don't Leave Me This Way","Any Way You Like It","Thelma Houston",1976-01-01,342360,41,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"disco,diva house,motown,post-disco","UNI/MOTOWN",0.559,0.818,0,-6.899,0,0.0514,0.285,0.00144,0.0735,0.765,121.523,4
3bidbhpOYeV4knp8AIu8Xn,"Can't Hold Us (feat. Ray Dalton)","The Heist","Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",2012-10-09,258342,76,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"pop rap,seattle hip hop,pop dance","Macklemore",0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4
4MloswMM3eu7dHZ7MOzW3i,"Do You Know? (The Ping Pong Song)","Insomniac (New International Version Spanish)","Enrique Iglesias",2007,218053,54,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"dance pop,latin pop,mexican pop","Interscope",0.755,0.765,8,-4.328,1,0.0486,0.0503,0,0.0326,0.691,114.993,4
39Qd2qBDQdREL3aLTb9F0d,"Warum?","Klappe die 2te","Tic Tac Toe",2012-11-23,202906,42,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"german pop","Hecho con Amor",0.738,0.859,7,-8.488,1,0.0827,0.103,0.00189,0.127,0.862,178.08,4
09lZ2Mx2NSpzy6KBpX2kDq,"Gimme Hope Jo'Anna","Gimme Hope Jo'Anna","Eddy Grant",2010-03-22,243695,37,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"guyanese pop,uk reggae","Vision 21 OMP",0.896,0.704,10,-12.148,1,0.0402,0.401,0.132,0.0884,0.98,128.685,4
5WSsTyBvMEFG3ac6JKb9gY,"Wind of Change","Comeblack","Scorpions",2011-11-07,308866,56,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"album rock,german hard rock,german metal,german rock,hard rock,rock","Legacy Recordings",0.491,0.613,0,-5.567,1,0.0266,0.00511,0,0.107,0.175,75.907,4
7Kszjzps0xbQXyo1pO4KfE,"Le Freak - 2018 Remaster","C'est Chic (2018 Remaster)","CHIC",1978-08-11,331360,64,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"disco,funk,motown,soul","Rhino Atlantic",0.91,0.641,7,-11.316,1,0.0589,0.0258,0.0000642,0.0642,0.903,118.533,4
7A4KdLy1DXOOC5fhIdDuHz,"Haus am See","Stadtaffe","Peter Fox",2008-09-26,216000,61,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"german pop,german rock","WM Germany",0.801,0.599,5,-6.071,0,0.0473,0.324,0,0.237,0.589,123.715,4
5R8dQOPq8haW94K7mgERlO,"Poker Face","The Fame","Lady Gaga",2008-01-01,237200,76,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"art pop,dance pop,pop","Interscope",0.851,0.806,4,-4.618,1,0.0787,0.119,0.00000172,0.121,0.774,119.001,4
2pag2vElkdroT8hIO4Gozi,"It's a Heartache","It's a Heartache","Bonnie Tyler",2006-07-07,209760,2,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"europop,new wave pop,soft rock","Sanctuary Records",0.54,0.709,0,-5.539,1,0.0294,0.0288,0.00000127,0.368,0.499,118.878,4
2QfiRTz5Yc8DdShCxG1tB2,"Johnny B. Goode","Berry Is On Top","Chuck Berry",1959-07-01,161560,76,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"blues,blues rock,classic rock,rock,rock-and-roll,rockabilly,soul","Geffen",0.534,0.803,10,-9.129,1,0.0743,0.741,0.0000607,0.307,0.969,167.983,4
0bvpSvOYt4KTfZIZJmyFOs,"White Wedding","Vital Idol","Billy Idol",1985,506226,57,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"album rock,classic rock,dance rock,hard rock,new romantic,new wave,new wave pop,rock,soft rock","Unknown",0.677,0.62,9,-11.766,1,0.0364,0.0335,0.0529,0.285,0.672,146.74,4
7idTMG6EKZy0531lIx8RJ5,"Rigoletto: La Donna E' Mobile","The Gramophone Classics, Vol. 1","Enrico Caruso",2011-10-24,149333,37,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"canzone napoletana,italian tenor,vintage classical singing","Uni-folk",0.398,0.534,10,-7.602,0,0.0537,0.971,0.000169,0.748,0.32,74.203,4
6Pgkp4qUoTmJIPn7ReaGxL,"Without You (feat. Sandro Cavazza)","AVĪCI (01)","Avicii,Sandro Cavazza",2017-08-10,181672,75,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"dance pop,edm,pop,pop dance,swedish pop","Universal Music AB",0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,4
4OjJAGDDZTLlTNeOMBl7UM,"Volare (Nel Blu di Pinto di Blu)","Mosaïque","Gipsy Kings",1989-05-01,218520,66,ta8hnikdhdctwuvkj2nl9itix,2022-10-13T10:11:06Z,"flamenco,rumba,world","Sony Music UK",0.627,0.801,4,-11.433,1,0.0487,0.609,0.00000732,0.373,0.926,116.102,4
